"Sample","meth.class","meth.family","col"
"GSM2403539_8622007073_R03C02","MNG","MNG","#d566d7"
"GSM2403540_8622007072_R03C02","MNG","MNG","#d566d7"
"GSM2403541_8622007073_R01C01","MNG","MNG","#d566d7"
"GSM2403542_8622007072_R04C02","MNG","MNG","#d566d7"
"GSM2403543_8622007072_R05C02","MNG","MNG","#d566d7"
"GSM2403544_8622007073_R02C01","MNG","MNG","#d566d7"
"GSM2403545_8622007072_R06C02","MNG","MNG","#d566d7"
"GSM2403546_8622007073_R03C01","MNG","MNG","#d566d7"
"GSM2403547_8622007071_R02C01","MNG","MNG","#d566d7"
"GSM2403548_8622007071_R01C01","MNG","MNG","#d566d7"
"GSM2403549_8622007071_R03C01","MNG","MNG","#d566d7"
"GSM2403550_8622007071_R04C01","MNG","MNG","#d566d7"
"GSM2403551_8622007071_R05C01","MNG","MNG","#d566d7"
"GSM2403552_8622007071_R06C01","MNG","MNG","#d566d7"
"GSM2403553_8622007071_R01C02","MNG","MNG","#d566d7"
"GSM2403554_8622007071_R02C02","MNG","MNG","#d566d7"
"GSM2403555_8622007071_R03C02","MNG","MNG","#d566d7"
"GSM2403556_8622007071_R04C02","MNG","MNG","#d566d7"
"GSM2403557_8622007071_R05C02","MNG","MNG","#d566d7"
"GSM2403558_8622007071_R06C02","MNG","MNG","#d566d7"
"GSM2403559_8622007072_R01C01","MNG","MNG","#d566d7"
"GSM2403560_8622007073_R04C01","MNG","MNG","#d566d7"
"GSM2403561_8622007073_R05C01","MNG","MNG","#d566d7"
"GSM2403562_8622007072_R02C01","MNG","MNG","#d566d7"
"GSM2403563_8622007073_R06C01","MNG","MNG","#d566d7"
"GSM2403564_8622007073_R01C02","MNG","MNG","#d566d7"
"GSM2403565_8622007072_R03C01","MNG","MNG","#d566d7"
"GSM2403566_8622007072_R04C01","MNG","MNG","#d566d7"
"GSM2403567_8622007073_R02C02","MNG","MNG","#d566d7"
"GSM2403568_8622007073_R04C02","LGG, PA MID","MCF PA","#b890e0"
"GSM2403569_8622007083_R06C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2403570_8622007084_R01C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2403571_8622007084_R01C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2403572_8622007084_R04C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2403573_8622007083_R02C01","LGG, MYB","LGG, MYB","#9159de"
"GSM2403574_8622007083_R03C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2403575_8622007084_R02C02","LGG, MYB","LGG, MYB","#9159de"
"GSM2403576_8622007083_R04C01","LGG, MYB","LGG, MYB","#9159de"
"GSM2403577_8622007084_R03C02","LGG, MYB","LGG, MYB","#9159de"
"GSM2403578_8622007083_R05C01","LGG, MYB","LGG, MYB","#9159de"
"GSM2403579_8622007083_R01C02","LGG, MYB","LGG, MYB","#9159de"
"GSM2403580_8622007083_R02C02","LGG, MYB","LGG, MYB","#9159de"
"GSM2403581_8622007083_R03C02","LGG, MYB","LGG, MYB","#9159de"
"GSM2403582_8622007083_R04C02","LGG, MYB","LGG, MYB","#9159de"
"GSM2403583_8622007084_R04C02","LGG, PA MID","MCF PA","#b890e0"
"GSM2403584_8622007084_R05C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403585_8622007120_R02C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2403586_8622007091_R01C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2403587_8622007091_R02C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2403588_8622007091_R04C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2403589_8622007091_R05C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2403590_8622007091_R01C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2403591_8622007097_R02C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2403592_8622007106_R04C01","MNG","MNG","#d566d7"
"GSM2403593_8622007106_R02C01","MNG","MNG","#d566d7"
"GSM2403594_8622007106_R05C01","MNG","MNG","#d566d7"
"GSM2403595_8622007106_R03C01","MNG","MNG","#d566d7"
"GSM2403596_8622007106_R01C01","MNG","MNG","#d566d7"
"GSM2403597_8622007144_R03C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2403598_8622007144_R01C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403599_8622007106_R04C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403600_8622007106_R01C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403601_8622007106_R05C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403602_8622007132_R03C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403603_8622007132_R05C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403604_8622007144_R04C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403605_8622007149_R02C01","HGNET, MN1","HGNET, MN1","#ab94c1"
"GSM2403606_8622007149_R02C02","EFT, CIC","EFT, CIC","#955c9d"
"GSM2403607_8622007118_R04C01","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2403608_8622007118_R02C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2403609_8622007118_R03C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2403610_8622007119_R01C01","LGG, PA GG ST","MCF PA","#764e90"
"GSM2403611_8622007119_R02C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2403612_8622007119_R03C01","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2403613_8622007119_R04C01","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2403614_8622007119_R05C01","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2403615_8622007119_R06C01","LGG, PA GG ST","MCF PA","#764e90"
"GSM2403616_8622007130_R06C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2403617_8622007130_R01C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2403618_8622007120_R04C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403619_8622007130_R04C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2403620_8622007130_R03C01","ETMR","ETMR","#1693d6"
"GSM2403621_8622007130_R02C01","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2403622_8622007119_R05C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403623_8622007119_R06C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403624_8622007189_R01C01","SUBEPN, ST","SUBEPN, ST","#ff4156"
"GSM2403625_8622007189_R03C01","SUBEPN, ST","SUBEPN, ST","#ff4156"
"GSM2403626_8622007189_R04C01","LGG, GG","LGG, GG","#e4703a"
"GSM2403627_8622007189_R05C01","CN","CN","#b85400"
"GSM2403628_8622007189_R06C01","SUBEPN, ST","SUBEPN, ST","#ff4156"
"GSM2403629_8622007189_R01C02","CN","CN","#b85400"
"GSM2403630_8622007189_R02C02","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2403631_8622007189_R05C02","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2403632_8622007189_R06C02","CN","CN","#b85400"
"GSM2403633_8622007203_R03C01","CN","CN","#b85400"
"GSM2403634_8622007203_R04C01","CN","CN","#b85400"
"GSM2403635_8622007203_R06C01","CN","CN","#b85400"
"GSM2403636_8622007203_R01C02","CN","CN","#b85400"
"GSM2403637_8622007203_R02C02","CN","CN","#b85400"
"GSM2403638_8622007203_R03C02","SUBEPN, ST","SUBEPN, ST","#ff4156"
"GSM2403639_8622007203_R04C02","SUBEPN, ST","SUBEPN, ST","#ff4156"
"GSM2403640_8622007203_R05C02","SUBEPN, ST","SUBEPN, ST","#ff4156"
"GSM2403641_8622007203_R06C02","SUBEPN, SPINE","SUBEPN, SPINE","#fa3b44"
"GSM2403642_8942351007_R05C01","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2403643_8942351007_R06C01","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2403644_8942351007_R01C02","LYMPHO","LYMPHO","#3c1b46"
"GSM2403645_8942351007_R02C02","LYMPHO","LYMPHO","#3c1b46"
"GSM2403646_8942351007_R03C02","PIN T, PB B","PIN T,  PB B","#b6dc95"
"GSM2403647_8942351007_R04C02","LYMPHO","LYMPHO","#3c1b46"
"GSM2403648_8942326114_R02C02","GBM, MES","MCF GBM ","#538533"
"GSM2403649_8942326114_R05C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2403650_8942326114_R03C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403651_8963311099_R01C01","PXA","PXA","#7c46c9"
"GSM2403652_8963311099_R02C01","PXA","PXA","#7c46c9"
"GSM2403653_8963311099_R04C01","PXA","PXA","#7c46c9"
"GSM2403654_8963311099_R05C01","PXA","PXA","#7c46c9"
"GSM2403655_8963311099_R06C01","PXA","PXA","#7c46c9"
"GSM2403656_8963311099_R01C02","PXA","PXA","#7c46c9"
"GSM2403657_8963311099_R02C02","PXA","PXA","#7c46c9"
"GSM2403658_8963311099_R03C02","LGG, PA GG ST","MCF PA","#764e90"
"GSM2403659_8963311099_R04C02","ANA PA","ANA PA","#734ba9"
"GSM2403660_8963311099_R06C02","LYMPHO","LYMPHO","#3c1b46"
"GSM2403661_9003865058_R01C02","ETMR","ETMR","#1693d6"
"GSM2403662_9003865058_R04C02","ETMR","ETMR","#1693d6"
"GSM2403663_9003865058_R04C01","ETMR","ETMR","#1693d6"
"GSM2403664_9003865058_R03C01","ETMR","ETMR","#1693d6"
"GSM2403665_9003865058_R06C01","ETMR","ETMR","#1693d6"
"GSM2403666_9003865058_R03C02","ETMR","ETMR","#1693d6"
"GSM2403667_9003865058_R05C02","ETMR","ETMR","#1693d6"
"GSM2403668_8963311098_R02C01","GBM, MES","MCF GBM ","#538533"
"GSM2403669_8963282018_R03C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403670_8959312010_R03C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403671_8963311098_R05C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403672_8959312010_R06C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403673_8963282018_R01C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403674_8963282039_R02C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403675_8963282062_R03C01","GBM, MES","MCF GBM ","#538533"
"GSM2403676_8963282039_R05C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403677_8963282062_R01C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403678_8959312010_R04C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403679_8963282039_R06C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403680_8963282046_R05C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403681_8959312010_R02C02","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2403682_8963282018_R01C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403683_8963282062_R04C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403684_8963282018_R02C02","GBM, MES","MCF GBM ","#538533"
"GSM2403685_8963282062_R06C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403686_7497398017_R06C02","EFT, CIC","EFT, CIC","#955c9d"
"GSM2403687_7497398022_R05C02","EFT, CIC","EFT, CIC","#955c9d"
"GSM2403688_8963282062_R02C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2403689_8963311098_R02C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403690_8963311098_R04C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2403691_8963282046_R03C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403692_9007217108_R06C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403693_9007217139_R02C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2403694_9007217139_R02C01","HGNET, MN1","HGNET, MN1","#ab94c1"
"GSM2403695_9007217108_R05C02","ETMR","ETMR","#1693d6"
"GSM2403696_9007217139_R01C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2403697_9007217139_R03C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403698_9007217016_R06C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403699_9007217016_R02C02","ETMR","ETMR","#1693d6"
"GSM2403700_9007217016_R03C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403701_9007225035_R04C02","EFT, CIC","EFT, CIC","#955c9d"
"GSM2403702_9007217139_R03C01","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2403703_9007217153_R03C02","LGG, PA GG ST","MCF PA","#764e90"
"GSM2403704_9007225003_R04C01","PTPR, B","PTPR, B","#bfff9c"
"GSM2403705_9007217153_R01C01","LYMPHO","LYMPHO","#3c1b46"
"GSM2403706_9007217153_R02C01","LYMPHO","LYMPHO","#3c1b46"
"GSM2403707_9007217153_R04C01","LYMPHO","LYMPHO","#3c1b46"
"GSM2403708_9007217153_R04C02","LGG, PA GG ST","MCF PA","#764e90"
"GSM2403709_9007217153_R05C02","LGG, PA GG ST","MCF PA","#764e90"
"GSM2403710_9007225003_R03C01","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2403711_9007225003_R02C01","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2403712_9007225017_R03C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2403713_9007225026_R02C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2403714_9007225026_R01C01","CPH, PAP","CPH, PAP","#43dad7"
"GSM2403715_9007225017_R05C01","CPH, PAP","CPH, PAP","#43dad7"
"GSM2403716_9007225017_R01C01","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2403717_9007225026_R02C01","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2403718_9007225017_R03C01","ETMR","ETMR","#1693d6"
"GSM2403719_9007225017_R01C02","ATRT, MYC","MCF ATRT","#006ead"
"GSM2403720_9007225017_R04C01","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2403721_9007225026_R04C01","EFT, CIC","EFT, CIC","#955c9d"
"GSM2403722_9007225064_R06C01","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2403723_9007225064_R02C02","ENB, A","MCF ENB","#aa4a1c"
"GSM2403724_9007225082_R05C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403725_9221197132_R03C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2403726_9221197135_R01C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2403727_9221197132_R01C02","PITUI","PITUI","#58d8db"
"GSM2403728_9221197132_R02C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2403729_9221197135_R04C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2403730_9221197135_R02C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2403731_9221197132_R04C02","CONTR, PINEAL","CONTR, PINEAL","#696969"
"GSM2403732_9007225086_R01C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2403733_9007225086_R04C01","PGG, nC","PGG, nC","#f5811d"
"GSM2403734_9020331028_R06C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2403735_9007225086_R05C01","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2403736_9020331028_R01C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2403737_9007225086_R01C02","EPN, MPE","EPN, MPE","#b90f38"
"GSM2403738_9007225086_R02C02","GBM, MES","MCF GBM ","#538533"
"GSM2403739_9007225086_R05C02","PGG, nC","PGG, nC","#f5811d"
"GSM2403740_9007225163_R05C02","GBM, G34","GBM, G34","#55c056"
"GSM2403741_9007225142_R02C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2403742_9007225163_R04C01","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2403743_9007225091_R05C01","LGG, PA GG ST","MCF PA","#764e90"
"GSM2403744_9007225144_R01C01","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2403745_9007225142_R05C02","CONTR, PINEAL","CONTR, PINEAL","#696969"
"GSM2403746_9007225144_R04C02","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2403747_9007225163_R06C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2403748_9007225163_R01C02","GBM, G34","GBM, G34","#55c056"
"GSM2403749_9007225163_R02C02","DMG, K27","DMG, K27","#a3f187"
"GSM2403750_9007225163_R04C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2403751_9003865025_R02C02","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2403752_9003865025_R06C02","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2403753_9283265153_R02C01","LGG, DNT","LGG, DNT","#cb5216"
"GSM2403754_9283265153_R03C01","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2403755_9283265153_R04C01","LGG, DNT","LGG, DNT","#cb5216"
"GSM2403756_9283265153_R06C01","LGG, DNT","LGG, DNT","#cb5216"
"GSM2403757_9283265153_R01C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2403758_9283265153_R04C02","LGG, RGNT","LGG, RGNT","#f79246"
"GSM2403759_9283265153_R05C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2403760_9283265153_R06C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2403761_9283265032_R03C01","DMG, K27","DMG, K27","#a3f187"
"GSM2403762_9283265032_R04C01","DMG, K27","DMG, K27","#a3f187"
"GSM2403763_9283265032_R05C01","DMG, K27","DMG, K27","#a3f187"
"GSM2403764_9283265033_R01C02","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2403765_9283265033_R06C02","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2403766_9296930031_R05C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2403767_9296930031_R06C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2403768_9296930017_R02C01","CN","CN","#b85400"
"GSM2403769_9296930017_R05C01","CN","CN","#b85400"
"GSM2403770_9296930017_R06C01","CN","CN","#b85400"
"GSM2403771_9296930017_R01C02","CN","CN","#b85400"
"GSM2403772_9296930017_R02C02","CN","CN","#b85400"
"GSM2403773_9296930014_R02C01","CN","CN","#b85400"
"GSM2403774_9296930017_R03C02","CN","CN","#b85400"
"GSM2403775_9296930017_R04C02","CN","CN","#b85400"
"GSM2403776_9296930017_R05C02","CHGL","CHGL","#b37dec"
"GSM2403777_9296930016_R03C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2403778_9296930016_R05C01","MELAN","MELAN","#0b4068"
"GSM2403779_9296930016_R06C02","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2403780_9296930011_R02C01","HGNET, MN1","HGNET, MN1","#ab94c1"
"GSM2403781_9296930094_R03C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403782_9296930094_R04C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403783_9296930094_R05C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403784_9296930094_R06C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2403785_9296930094_R03C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2403786_9296930094_R02C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2403787_9296930094_R05C02","CPH, PAP","CPH, PAP","#43dad7"
"GSM2403788_9296930094_R04C02","CPH, PAP","CPH, PAP","#43dad7"
"GSM2403789_9296930089_R06C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2403790_9296930094_R01C01","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2403791_9296930089_R02C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403792_9296930089_R03C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403793_9296930047_R04C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403794_9296930047_R05C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403795_9296930052_R01C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403796_9296930052_R04C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403797_9296930052_R05C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403798_9296930052_R06C01","HGNET, MN1","HGNET, MN1","#ab94c1"
"GSM2403799_9296930052_R01C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403800_9296930066_R01C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403801_9296930066_R02C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403802_9296930066_R03C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403803_9296930066_R01C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403804_9296930066_R02C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403805_9296930066_R03C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403806_9296930066_R06C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403807_9296930076_R05C01","EPN, YAP","EPN, YAP","#fe576c"
"GSM2403808_9296930076_R01C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403809_9296930076_R02C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403810_9296930089_R01C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403811_9296930089_R03C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403812_9296930089_R04C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403813_9296930089_R06C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403814_9297949098_R01C02","LGG, PA GG ST","MCF PA","#764e90"
"GSM2403815_9297949098_R05C01","LGG, GG","LGG, GG","#e4703a"
"GSM2403816_9297949078_R05C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403817_9297949078_R01C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403818_9297949078_R02C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403819_9297949078_R04C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403820_9297949078_R05C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403821_9297949078_R06C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403822_9297949098_R02C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403823_9297949098_R04C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403824_9297949046_R06C02","MNG","MNG","#d566d7"
"GSM2403825_9297949046_R04C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403826_9297949046_R03C01","DMG, K27","DMG, K27","#a3f187"
"GSM2403827_9297949046_R01C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2403828_9297949046_R02C02","EPN, MPE","EPN, MPE","#b90f38"
"GSM2403829_9297949033_R05C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403830_9297949033_R05C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403831_9297949033_R06C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403832_9297949037_R02C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403833_9297949037_R03C01","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2403834_9297949040_R05C01","MNG","MNG","#d566d7"
"GSM2403835_9297949040_R06C01","MNG","MNG","#d566d7"
"GSM2403836_9305216163_R04C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403837_9305216163_R05C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403838_9305216168_R01C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403839_9297949139_R04C01","ENB, B","MCF ENB","#ff8339"
"GSM2403840_9297949139_R06C01","ENB, A","MCF ENB","#aa4a1c"
"GSM2403841_9297949139_R01C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2403842_9297949139_R03C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2403843_9297949139_R04C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403844_9305651037_R01C01","LIPN","LIPN","#de7b2c"
"GSM2403845_9305651037_R02C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403846_9305651037_R04C02","CPH, PAP","CPH, PAP","#43dad7"
"GSM2403847_9305651037_R05C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2403848_9305651037_R02C02","CPH, PAP","CPH, PAP","#43dad7"
"GSM2403849_9305651037_R06C01","CPH, PAP","CPH, PAP","#43dad7"
"GSM2403850_9305651037_R04C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2403851_9305651037_R01C02","PITUI","PITUI","#58d8db"
"GSM2403852_9305651037_R06C02","SCHW","SCHW","#ffe1b2"
"GSM2403853_9305651003_R06C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403854_9305651005_R03C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2403855_9305651013_R06C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403856_9305651003_R02C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403857_9305651005_R04C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403858_9305651016_R04C01","EPN, YAP","EPN, YAP","#fe576c"
"GSM2403859_9305651003_R03C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403860_9305651005_R05C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403861_9305651013_R01C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2403862_9305651016_R05C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403863_9305651027_R03C01","EPN, YAP","EPN, YAP","#fe576c"
"GSM2403864_9305651005_R01C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403865_9305651005_R06C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403866_9305651016_R06C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403867_9305651003_R04C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2403868_9305651013_R01C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403869_9305651027_R05C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403870_9305651003_R05C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403871_9305651005_R03C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403872_9305651013_R02C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403873_9305651016_R01C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403874_9305651003_R06C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403875_9305651005_R04C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403876_9305651013_R03C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403877_9305651016_R02C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403878_9305651027_R06C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403879_9305651013_R04C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403880_9305651013_R06C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403881_9305651016_R03C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403882_9305651003_R02C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403883_9305651003_R03C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403884_9305651005_R01C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403885_9305651027_R02C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403886_9305651027_R03C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403887_9305651003_R05C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403888_9305651005_R02C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403889_9305651016_R06C02","EPN, PF A","EPN, PF A","#e30149"
